group,object_name,label,table_column,type,allowed_values,purpose,how_it_works,used_in,confidence,notes
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check11,Abilita per i documenti (FORNITORI) la gestione del codice iva prelevandolo dall'anagrafica fornitori,U_AZI_PB.AZI_IVANAF,boolean,,Abilita per i documenti (FORNITORI) la gestione del codice iva prelevandolo dall'anagrafica fornitori,Caricato all'avvio in PUB_IVANAF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_IVANAF = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check12,In tutti i documenti NON calcola l'iva sulle spese incasso in quanto sono in esenzione articolo 15 (RIMBORSO),U_AZI_PB.AZI_NOIVASPINC,boolean,,In tutti i documenti NON calcola l'iva sulle spese incasso in quanto sono in esenzione articolo 15 (RIMBORSO),Caricato all'avvio in PUB_NOIVASPINC (APPLILIB.AQUADOCU); condiziona FATSTAM.STAMPAMOD: `IF PUB_NOIVASPINC`,APPLILIB.PRG (AQUADOCU);FATSTAM.PRG (STAMPAMOD);ECOMMERCE_IMPORTA_ORDINI_CLIENTI_CARD_SCHEDULED.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Optiongroup2,Moduli di stampa / anteprime stampa,U_AZI_PA.AZI_OPZPRN,list,Proponi Anteprima e Stampa in base alle preimpostazioni dei programmi | Proponi sempre e solo Anteprima | Proponi sempre e solo Stampa | Proponi sempre Anteprima e Stampa,Moduli di stampa / anteprime stampa,Caricato all'avvio in PUB_OPZPRN (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_OPZPRN = 1`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check2,Mostra sempre l'impostazione di solo anteprima stampa nelle anteprime dei report,U_AZI_PA.AZI_ANTEP,boolean,,Mostra sempre l'impostazione di solo anteprima stampa nelle anteprime dei report,Caricato all'avvio in PUB_ANTEP (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ANTEP = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check7,Abilita possibilità di estrazione Excel generalizzata per tutte le stampe,U_AZI_PA.AZI_XLSALL,boolean,,Abilita possibilità di estrazione Excel generalizzata per tutte le stampe,Caricato all'avvio in PUB_XLSALL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_XLSALL = 0`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check5,"Non stampa loghi,intestazione,piepagina",U_AZI_PB.AZI_NOLOGO,boolean,,"Non stampa loghi,intestazione,piepagina",Caricato all'avvio in PUB_NOLOGO (APPLILIB.AQUADOCU); condiziona NOTIFICHE_INTERVENTI_GIORNALIERI.prg: `PUB_NOLOGO = .F.`,APPLILIB.PRG (AQUADOCU);NOTIFICHE_INTERVENTI_GIORNALIERI.prg,ALTA,Controllo presente in piu tab del form.
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check8,Attiva personalizzazione layout documenti (su report di stampa predisposti),U_AZI_PB.AZI_PERSDOC,boolean,,Attiva personalizzazione layout documenti (su report di stampa predisposti),Caricato all'avvio in PUB_PERSDOC (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_PERSDOC = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Standardfield1,,U_AZI_PB.AZI_COMSTD,text,,,Caricato all'avvio in PUB_COMSTD (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_COMSTD = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),INCERTO,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check9,Calcolo del contributo polieco esclusivamente in base all'apposito spessore configurato in anagrafica articoli,U_AZI_PB.AZI_OSPEPOL,boolean,,Calcolo del contributo polieco esclusivamente in base all'apposito spessore configurato in anagrafica articoli,Caricato all'avvio in PUB_OSPEPOL (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.GESTIONE_POLIECO: `IF PUB_OSPEPOL AND _nSpePol > 0`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (GESTIONE_POLIECO);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check1,"Nelle intestazioni dei documenti (Fatturare a, Consegnare a...) non inserisce la nazione estera se già integrata in indirizzo/rag.sociale",U_AZI_PB.AZI_NOSTPNAZ,boolean,,"Nelle intestazioni dei documenti (Fatturare a, Consegnare a...) non inserisce la nazione estera se già integrata in indirizzo/rag.sociale","Caricato all'avvio in PUB_NOSTPNAZ (APPLILIB.AQUADOCU); condiziona FATSTAM.STAMPAMOD: `IF OCCURS(UPPER(V_NAZION),UPPER(V_INTESTA)) = 0 OR !PUB_NOSTPNAZ && ERASMO - 13/03/2015`",APPLILIB.PRG (AQUADOCU);FATSTAM.PRG (STAMPAMOD),ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check3,Stampa intestazione e Logo azienda in estrazioni Excel generalizzate,U_AZI_PB.AZI_INTXLS,boolean,,Stampa intestazione e Logo azienda in estrazioni Excel generalizzate,Caricato all'avvio in PUB_INTXLS (APPLILIB.AQUADOCU); condiziona XLSLIB.GENERA_FILE_ORF_CONSEGNA_URGENTE: `IF FILE(PUB_LOGO1) AND PUB_INTXLS && ERASMO - 25/09/2015`,APPLILIB.PRG (AQUADOCU);XLSLIB.PRG (GENERA_FILE_ORF_CONSEGNA_URGENTE);XLSLIB.PRG (GENERA_FILE_ORF_RIEPILOGO_ANNUO);CARDIOLINE_FR_SYNC_SCHEDULED.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check4,Diversifica l'unità di misura MAGAZZINO da unità di misura VENDITE su tutti i documenti,U_AZI_PB.AZI_UMMGVE,boolean,,Diversifica l'unità di misura MAGAZZINO da unità di misura VENDITE su tutti i documenti,Caricato all'avvio in PUB_UMMGVE (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_UMMGVE = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti  (2),Check6,Avvisa se al cliente/fornitore non è stata inviata l'informativa sulla privacy GDPR durante l'inserimento degli ordini,U_AZI_PB.AZI_GDPRALERT,boolean,,Avvisa se al cliente/fornitore non è stata inviata l'informativa sulla privacy GDPR durante l'inserimento degli ordini,Caricato all'avvio in PUB_GDPRALERT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_GDPRALERT = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Carichi da fornitore,Check2,Non permettere l'inserimento di una riga in dettagli Documenti di carico da fornitori se non legata a un Ordine a fornitore,U_AZI_PA.AZI_INSBFO,boolean,,Non permettere l'inserimento di una riga in dettagli Documenti di carico da fornitori se non legata a un Ordine a fornitore,Caricato all'avvio in PUB_INSBFO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_INSBFO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Carichi da fornitore,Check14,Aggiorna il lead time articolo fornitore in base alle ultime 4 consegne (solo per ordini a fornitore non pianificati),U_AZI_PA.AZI_LDTBFO,boolean,,Aggiorna il lead time articolo fornitore in base alle ultime 4 consegne (solo per ordini a fornitore non pianificati),Caricato all'avvio in PUB_LDTBFO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_LDTBFO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Altro > Web > Carichi da fornitore,Check6,Obbligatorietà del cambio giornaliero per i documenti di carico da fornitore in valuta estera,U_AZI_PB.AZI_OBLGCHNGBFO,boolean,,Obbligatorietà del cambio giornaliero per i documenti di carico da fornitore in valuta estera,Caricato all'avvio in PUB_OBLGCHNGBFO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_OBLGCHNGBFO = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
Altro > Web > Packing list > Packing list produzione pannelli truciolari,Check2,"Durante la preparazione delle packing list da ordini se il cliente è a Rischio1 o Rischio2 , attiva la stampa di un documento di AUTORIZZAZIONE con possibilità di invio e-mail",U_AZI_PA.AZI_PKRSTA,boolean,,"Durante la preparazione delle packing list da ordini se il cliente è a Rischio1 o Rischio2 , attiva la stampa di un documento di AUTORIZZAZIONE con possibilità di invio e-mail",Caricato all'avvio in PUB_PKRSTA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_PKRSTA = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Packing list > Packing list produzione pannelli truciolari,Optiongroup1,,U_AZI_PA.AZI_OPZRSK,list,Segnala clienti a Rischio 1 nei documenti ordini/ddt/packing list (non considera il valore degli ordini in essere) | Segnala clienti a Rischio 2 nei documenti ordini/ddt/packing list (considera anche il valore degli ordini in essere),,Caricato all'avvio in PUB_OPZRSK (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.VERIFICA_ESPOSIZIONE_CLIENTE: `IF PUB_OPZRSK = 2 && RISCHIO 2 (CONSIDERA ANCHE IL VALORE DEGLI ORDINI IN ESSERE)`,APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);contabilelib.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);PPT_ORDINI_IN_PROSSIMA_CONSEGNA.PRG,INCERTO,Controllo presente in piu tab del form.
Altro > Web > Packing list > Packing list produzione pannelli truciolari,Text59,Indirizzi e-mail di default per autorizzazione,U_AZI_PA.AZI_PKREML,text,,Indirizzi e-mail di default per autorizzazione,Caricato all'avvio in PUB_PKREML (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_PKREML = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Packing list > Packing list produzione pannelli truciolari,Text1,% senza nessuna ulteriore autorizzazione,U_AZI_PA.AZI_PKAUPE,text,,% senza nessuna ulteriore autorizzazione,Caricato all'avvio in PUB_PKAUPE (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_PKAUPE = 0`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Web > Packing list > Packing list produzione pannelli truciolari,Check13,Inizializza il Numero Camion di una nuova packing list con quello dell'ultima packing list + 1,U_AZI_PA.AZI_PKNCAU,boolean,,Inizializza il Numero Camion di una nuova packing list con quello dell'ultima packing list + 1,Caricato all'avvio in PUB_PKNCAU (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_PKNCAU = 0`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Altro > Obsoleto > Ricezione/trasmissione dati,Text3,Directory,U_AZI_AN.AZI_WEBRCD,text,,Directory,Caricato all'avvio in PUB_WEBRCD (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_WEBRCD = SPACE(60)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,MEDIA,
Altro > Obsoleto > Ricezione/trasmissione dati,Text4,Parte fissa di identificazione file,U_AZI_AN.AZI_WEBRCF,text,,Parte fissa di identificazione file,Caricato all'avvio in PUB_WEBRCF (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_WEBRCF = SPACE(05)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Obsoleto > Ricezione/trasmissione dati,Text1,Directory,U_AZI_AN.AZI_WEBTRD,text,,Directory,Caricato all'avvio in PUB_WEBTRD (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_WEBTRD = SPACE(60)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,MEDIA,
Altro > Obsoleto > Ricezione/trasmissione dati,Text2,Parte fissa di identificazione file,U_AZI_AN.AZI_WEBTRF,text,,Parte fissa di identificazione file,Caricato all'avvio in PUB_WEBTRF (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_WEBTRF = SPACE(05)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Obsoleto > WordPress,Text5,Nome sito,U_AZI_PB.AZI_WPSITO,text,,Nome sito,Caricato all'avvio in PUB_WPSITO (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_ESPORTA_ARTICOLI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO)`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_ESPORTA_ARTICOLI.PRG;WOOCOMMERCE_IMPORTA_ORDINI.PRG;STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > WordPress,Text6,Username,U_AZI_PB.AZI_WPUSER,text,,Username,Caricato all'avvio in PUB_WPUSER (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_ESPORTA_ARTICOLI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO)`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_ESPORTA_ARTICOLI.PRG;WOOCOMMERCE_IMPORTA_ORDINI.PRG;STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > WordPress,Text7,Password,U_AZI_PB.AZI_WPPASS,text,,Password,Caricato all'avvio in PUB_WPPASS (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_ESPORTA_ARTICOLI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO)`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_ESPORTA_ARTICOLI.PRG;WOOCOMMERCE_IMPORTA_ORDINI.PRG;STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > WordPress,Text8,Consumer key,U_AZI_PB.AZI_WPCKEY,text,,Consumer key,Caricato all'avvio in PUB_WPCKEY (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_ESPORTA_ARTICOLI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO)`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_ESPORTA_ARTICOLI.PRG;WOOCOMMERCE_IMPORTA_ORDINI.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Altro > Obsoleto > WordPress,Text9,Cod. Iva default Clienti ExtraCEE,U_AZI_PB.AZI_WPIVCEE,text,,Cod. Iva default Clienti ExtraCEE,Caricato all'avvio in PUB_WPIVCEE (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,Controllo presente in piu tab del form.
Altro > Obsoleto > WordPress,Text10,Cod. Iva default Clienti ExtraCEE,U_AZI_PB.AZI_WPIVEXT,text,,Cod. Iva default Clienti ExtraCEE,Caricato all'avvio in PUB_WPIVEXT (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,Controllo presente in piu tab del form.
Altro > Obsoleto > WordPress,Text11,Consumer secret,U_AZI_PB.AZI_WPCSECRET,text,,Consumer secret,Caricato all'avvio in PUB_WPCSECRET (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_ESPORTA_ARTICOLI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO)`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_ESPORTA_ARTICOLI.PRG;WOOCOMMERCE_IMPORTA_ORDINI.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Altro > Obsoleto > IDROLAB,Text12,Dominio,U_AZI_PB.AZI_ILDOMI,text,,Dominio,"Caricato all'avvio in PUB_ILDOMI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ILDOMI = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > IDROLAB,Text13,Username,U_AZI_PB.AZI_ILUSER,text,,Username,"Caricato all'avvio in PUB_ILUSER (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ILUSER = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > IDROLAB,Text14,Password,U_AZI_PB.AZI_ILPASS,text,,Password,"Caricato all'avvio in PUB_ILPASS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ILPASS = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,MEDIA,
Altro > Obsoleto > Salesforce,Text5,Login URL,U_AZI_PB.AZI_SFLOGIN,text,,Login URL,Caricato all'avvio in PUB_SFLOGIN (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,MEDIA,
Altro > Obsoleto > Salesforce,Text6,Username,U_AZI_PB.AZI_SFUSER,text,,Username,Caricato all'avvio in PUB_SFUSER (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,MEDIA,
Altro > Obsoleto > Salesforce,Text7,Password,U_AZI_PB.AZI_SFPASS,text,,Password,Caricato all'avvio in PUB_SFPASS (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,MEDIA,
Altro > Obsoleto > Salesforce,Text8,Client ID,U_AZI_PB.AZI_SFCKEY,text,,Client ID,Caricato all'avvio in PUB_SFCKEY (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,MEDIA,
Altro > Obsoleto > Salesforce,Text11,Client secret,U_AZI_PB.AZI_SFCSECRET,text,,Client secret,Caricato all'avvio in PUB_SFCSECRET (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,
Altro > Obsoleto > Salesforce,Text1,Logout URL,U_AZI_PB.AZI_SFLOGOUT,text,,Logout URL,Caricato all'avvio in PUB_SFLOGOUT (APPLILIB.AQUADOCU); condiziona SALESFORCE_SINCRONIZZA_ARTICOLI: `IF EMPTY(PUB_SFLOGIN) OR EMPTY(PUB_SFLOGOUT) OR EMPTY(PUB_SFUSER) OR EMPTY(PUB_SFPASS) OR EMPTY(PUB_SFCKEY) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);SALESFORCE_SINCRONIZZA_ARTICOLI.PRG;SALESFORCE_SINCRONIZZA_ASSETS.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,MEDIA,
Altro > Obsoleto > E-commerce,Text9,Cod. Iva default Clienti ExtraCEE,U_AZI_PB.AZI_WPIVCEE,text,,Cod. Iva default Clienti ExtraCEE,Caricato all'avvio in PUB_WPIVCEE (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,Controllo presente in piu tab del form.
Altro > Obsoleto > E-commerce,Text10,Cod. Iva default Clienti ExtraCEE,U_AZI_PB.AZI_WPIVEXT,text,,Cod. Iva default Clienti ExtraCEE,Caricato all'avvio in PUB_WPIVEXT (APPLILIB.AQUADOCU); condiziona WOOCOMMERCE_IMPORTA_ORDINI: `IF EMPTY(PUB_WPUSER) OR EMPTY(PUB_WPPASS) OR EMPTY(PUB_WPCKEY) OR EMPTY(PUB_WPCSECRET) OR EMPTY(PUB_WPSITO) OR EMPTY(PUB`,APPLILIB.PRG (AQUADOCU);WOOCOMMERCE_IMPORTA_ORDINI.PRG;ECOMMERCE_ESPORTA_DISPONIBILITA_PRODOTTI_CARD_SCHEDULED.prg,ALTA,Controllo presente in piu tab del form.
Altro > Settaggi tecnici,Check1,Abilita la gestione pagamenti con anticipi e saldi,U_AZI_AN.AZI_PAGANT,boolean,,Abilita la gestione pagamenti con anticipi e saldi,Caricato all'avvio in PUB_PAGANT (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_PAGANT = .F.`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Settaggi tecnici,Text14,Causale per Anticipo,U_AZI_AN.AZI_CAUANT,text,,Causale per Anticipo,"Caricato all'avvio in PUB_CAUANT (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.INC101: `V_SEEK = ""TOP""+PUB_CAUANT`",APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (INC101),ALTA,
Altro > Settaggi tecnici,Text16,Causale per saldo,U_AZI_AN.AZI_CAUSAL,text,,Causale per saldo,"Caricato all'avvio in PUB_CAUSAL (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.INC101: `V_SEEK = ""TOP""+PUB_CAUSAL`",APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (INC101),ALTA,
Altro > Settaggi tecnici,Check2,Crea le commesse con i soli semilavorati (Gruppo),U_AZI_AN.AZI_COMSEM,boolean,,Crea le commesse con i soli semilavorati (Gruppo),Caricato all'avvio in PUB_COMSEM (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_COMSEM = .F.`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Settaggi tecnici,Text1,Condiz. di pagam. x ant. in fattura,U_AZI_AN.AZI_CPAINC,text,,Condiz. di pagam. x ant. in fattura,Caricato all'avvio in PUB_CPAINC (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CPAINC = SPACE(03)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Settaggi tecnici,Standardfield7,Codice articolo da impostare in fattura per pagamenti anticipati,U_AZI_AN.AZI_ARTINC,text,,Codice articolo da impostare in fattura per pagamenti anticipati,Caricato all'avvio in PUB_ARTINC (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_ARTINC = SPACE(16)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Altro > Settaggi tecnici,Text6,Causale per pagamento lav.esterne,U_AZI_AN.AZI_CAULES,text,,Causale per pagamento lav.esterne,Caricato all'avvio in PUB_CAULES (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAULES = SPACE(03)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
